Fp2-Cz,Fp1-Cz,F8-Cz,F7-Cz,F4-Cz,F3-Cz,A2-Cz,A1-Cz,T4-Cz,T3-Cz,C4-Cz,C3-Cz,T6-Cz,T5-Cz,P4-Cz,P3-Cz,O2-Cz,O1-Cz,Fz-Cz,Cz-Cz,Pz-Cz
-9.16,-3.64,-1.75,3.85,-2.10,-0.90,-0.70,-2.03,-1.02,-2.37,-0.85,-4.21,0.65,-2.47,-2.55,-8.04,-1.31,7.42,1.03,0.00,-6.66
-9.15,-2.64,-0.98,5.06,-1.39,-0.94,-0.01,-7.44,-0.40,-2.19,-0.49,-4.31,0.97,-2.04,-2.71,-7.36,-1.11,8.64,1.90,0.00,-6.57
-8.79,-2.11,-0.78,5.52,-0.99,-1.11,-0.30,-9.06,-0.41,-2.20,-0.66,-4.98,0.15,-2.29,-4.12,-6.82,-2.41,8.43,2.28,0.00,-6.84
-7.82,-2.15,-1.26,5.31,-0.33,-1.40,-1.99,-7.63,-0.87,-2.33,-0.99,-5.90,-1.25,-2.63,-5.38,-6.70,-4.88,7.21,2.28,0.00,-7.41
-6.97,-3.58,-1.73,4.70,0.36,-2.09,-3.66,-5.61,-1.35,-2.52,-1.52,-6.87,-2.52,-2.26,-6.05,-6.78,-6.93,6.59,2.00,0.00,-7.72
-6.21,-4.20,-1.87,5.27,0.47,-2.29,-3.55,-4.28,-1.00,-2.35,-1.53,-7.50,-3.26,-2.47,-6.01,-6.82,-7.54,6.49,2.01,0.00,-7.45
-6.51,-3.49,-2.51,4.94,0.14,-2.87,-1.60,-0.57,-0.65,-2.12,-1.28,-7.87,-2.58,-1.38,-5.61,-6.58,-7.01,6.81,1.97,0.00,-7.42
-7.60,-2.77,-3.61,4.12,-0.40,-3.51,0.90,4.99,-0.58,-1.60,-1.42,-7.85,-1.87,-0.67,-5.59,-6.38,-6.64,6.91,1.63,0.00,-6.95
-9.03,-3.92,-4.81,2.91,-1.39,-4.63,1.90,8.37,-1.40,-1.41,-1.00,-7.83,-1.50,-0.77,-5.75,-6.44,-6.23,7.34,1.17,0.00,-6.49
-9.66,-5.59,-6.18,1.97,-2.01,-5.30,-0.53,4.49,-3.42,-2.21,-0.72,-7.82,-2.38,-1.27,-5.75,-6.28,-6.27,7.57,0.78,0.00,-6.28
-10.64,-6.91,-7.34,1.28,-1.98,-5.66,-5.64,-2.04,-6.44,-3.74,-1.51,-7.68,-5.10,-2.02,-6.30,-6.22,-7.61,6.65,0.29,0.00,-6.80
-12.15,-7.53,-9.04,0.44,-3.08,-6.16,-11.14,-4.43,-10.40,-4.94,-3.18,-8.00,-8.07,-1.75,-7.71,-6.08,-9.18,6.23,-0.68,0.00,-7.43
-13.42,-7.52,-9.75,0.14,-4.21,-5.65,-13.81,-6.86,-12.53,-6.56,-4.37,-8.36,-9.62,-3.50,-8.83,-6.87,-10.54,4.60,-0.97,0.00,-8.19
-14.76,-8.24,-10.13,-0.75,-5.03,-5.11,-14.42,-9.88,-13.66,-9.00,-5.73,-8.41,-10.58,-6.48,-9.57,-7.69,-12.11,2.34,-1.36,0.00,-9.15
-15.96,-9.41,-11.53,-2.27,-5.89,-4.93,-13.19,-13.37,-14.48,-10.95,-7.22,-8.02,-10.66,-7.78,-9.77,-8.08,-12.91,1.66,-2.14,0.00,-9.24
-17.98,-10.59,-14.45,-2.95,-7.68,-5.45,-11.48,-16.01,-15.59,-11.95,-8.60,-7.79,-9.86,-8.13,-9.97,-8.25,-12.52,1.51,-3.27,0.00,-9.38
-19.53,-11.18,-17.30,-2.71,-9.13,-5.28,-10.60,-14.37,-16.83,-11.58,-9.98,-6.84,-8.87,-7.06,-9.95,-7.61,-11.35,2.60,-3.87,0.00,-9.05
-20.59,-11.34,-19.44,-1.83,-10.71,-4.81,-10.88,-9.33,-18.57,-10.42,-11.86,-5.72,-8.84,-5.19,-10.10,-6.85,-10.45,3.89,-4.54,0.00,-8.83
-20.74,-10.81,-20.66,-1.08,-11.97,-3.76,-11.00,-4.25,-19.88,-8.77,-12.58,-3.74,-8.25,-2.65,-9.55,-4.84,-8.62,6.21,-4.82,0.00,-7.52
-20.06,-10.15,-20.84,-0.65,-12.82,-3.15,-11.67,-3.45,-20.35,-7.72,-12.97,-1.90,-7.99,-0.58,-9.23,-2.85,-7.31,8.11,-5.01,0.00,-6.26
-19.35,-9.57,-20.40,-0.56,-12.87,-3.41,-11.24,-7.05,-19.66,-8.14,-13.19,-0.60,-7.62,-0.10,-9.15,-1.94,-7.03,8.93,-4.92,0.00,-5.39
-19.99,-9.71,-20.72,0.42,-13.13,-2.79,-10.20,-9.82,-18.79,-8.05,-13.41,0.27,-7.56,-0.40,-8.57,-1.58,-7.31,8.88,-4.73,0.00,-4.73
-22.33,-9.50,-21.03,1.31,-13.49,-1.65,-8.70,-7.92,-18.15,-5.90,-13.73,1.09,-7.67,0.25,-7.70,-0.63,-7.51,9.54,-4.89,0.00,-3.81
-24.77,-9.92,-21.86,0.24,-13.89,-2.18,-7.79,-3.03,-18.10,-4.45,-14.02,0.61,-7.90,1.14,-7.55,-0.28,-7.86,10.45,-5.31,0.00,-3.52
-25.50,-11.57,-21.83,-0.78,-13.78,-3.45,-7.52,0.49,-17.94,-4.33,-14.05,-0.16,-8.39,1.32,-8.01,-0.43,-8.25,10.81,-5.14,0.00,-3.84
-26.77,-13.92,-21.68,-2.06,-13.51,-4.77,-7.44,-0.43,-17.45,-5.54,-14.04,-1.98,-9.19,-0.88,-8.92,-2.10,-8.53,9.29,-5.21,0.00,-4.87
-28.24,-16.08,-21.44,-3.48,-13.36,-5.82,-7.60,-1.94,-17.04,-6.74,-13.56,-3.04,-9.75,-2.56,-9.32,-3.99,-8.57,7.87,-5.67,0.00,-5.54
-28.70,-18.07,-20.56,-5.21,-13.30,-7.03,-8.50,-3.39,-16.99,-7.04,-13.18,-3.43,-10.65,-2.80,-9.64,-4.45,-9.59,7.24,-5.95,0.00,-6.55
-28.84,-19.53,-18.65,-5.83,-12.52,-8.00,-7.66,-7.07,-15.40,-7.80,-12.30,-4.04,-9.84,-3.66,-9.51,-4.62,-9.85,6.56,-6.10,0.00,-7.45
-28.29,-19.56,-16.09,-6.36,-10.78,-8.79,-5.02,-10.59,-12.25,-8.59,-10.93,-4.69,-8.11,-4.96,-8.66,-4.99,-8.64,6.17,-5.56,0.00,-6.93
-26.43,-18.02,-13.90,-6.84,-8.68,-8.65,-5.08,-10.79,-10.30,-8.37,-9.87,-5.15,-8.46,-5.84,-8.38,-5.50,-8.66,5.75,-4.26,0.00,-6.55
-23.33,-16.03,-11.01,-6.13,-5.97,-8.31,-5.35,-12.32,-7.95,-8.43,-8.24,-5.11,-8.30,-6.00,-7.38,-5.69,-8.53,5.97,-3.00,0.00,-5.82
-21.16,-15.20,-9.45,-4.53,-4.33,-8.03,-4.08,-14.54,-5.77,-8.40,-6.88,-5.02,-6.65,-5.28,-5.85,-5.06,-7.12,7.37,-2.43,0.00,-5.12
-18.19,-12.94,-7.49,-1.82,-2.76,-7.29,-1.87,-15.00,-3.55,-7.60,-5.54,-4.70,-5.29,-4.80,-4.44,-4.16,-5.73,8.23,-1.29,0.00,-4.63
-15.30,-11.10,-4.63,0.45,-1.08,-6.05,0.74,-14.05,-0.77,-6.55,-4.61,-4.59,-3.49,-4.87,-3.44,-3.68,-4.81,8.76,-0.63,0.00,-4.66
-13.01,-9.90,-1.75,2.93,0.53,-4.17,1.90,-11.41,1.41,-4.67,-3.68,-4.07,-1.48,-3.91,-2.77,-3.16,-3.85,8.82,0.13,0.00,-4.75
-12.71,-9.32,0.69,4.11,1.93,-2.66,2.76,-6.12,3.43,-2.78,-2.59,-3.59,0.60,-1.77,-1.74,-2.36,-2.41,9.83,0.72,0.00,-4.27
-13.55,-8.42,1.86,4.34,1.89,-2.02,3.74,-0.64,4.92,-1.49,-1.23,-3.84,2.00,0.01,-1.16,-2.46,-1.61,10.75,1.22,0.00,-3.73
-11.97,-5.26,2.90,5.81,1.99,-0.79,4.19,2.18,5.86,-0.89,-0.34,-4.43,2.86,-0.40,-0.93,-3.65,-1.38,10.49,2.41,0.00,-3.54
-10.26,-2.15,3.16,7.35,1.95,0.07,3.86,3.59,6.22,-0.88,-0.29,-5.23,3.76,-1.02,-0.80,-5.13,-1.42,9.90,2.82,0.00,-4.02
-10.14,-0.68,3.09,7.36,1.44,0.07,2.91,2.14,5.74,-1.93,-0.07,-5.81,4.58,-2.30,-0.20,-5.86,-1.30,8.81,2.42,0.00,-4.86
-11.52,-2.83,2.64,5.04,0.70,-1.27,2.72,-1.49,5.49,-3.96,-0.03,-6.52,5.15,-3.56,0.46,-6.44,-0.14,8.33,0.99,0.00,-4.79
-13.49,-5.68,2.12,3.47,-0.28,-2.22,3.17,-3.43,6.23,-4.70,0.16,-7.07,5.08,-5.40,0.89,-7.41,0.34,6.63,-0.61,0.00,-5.13
-15.63,-7.00,1.10,3.63,-1.61,-2.79,3.45,-5.03,6.13,-4.82,0.34,-7.13,5.02,-6.71,1.00,-8.09,0.45,5.35,-1.34,0.00,-5.84
-15.37,-6.10,0.99,6.56,-1.26,-1.85,4.36,-7.11,6.54,-4.33,1.08,-7.01,5.40,-7.41,1.53,-8.49,0.89,4.83,-0.72,0.00,-6.15
-14.36,-5.19,1.56,7.18,-0.94,-1.26,6.12,-7.70,7.28,-4.87,1.45,-7.36,6.27,-7.59,1.94,-8.82,1.81,4.85,-0.14,0.00,-6.62
-13.28,-4.72,1.99,8.05,-1.13,-0.33,7.82,-6.92,7.76,-5.92,1.29,-7.21,7.00,-7.94,1.75,-9.49,2.19,4.47,0.31,0.00,-7.29
-12.48,-3.54,1.92,7.93,-1.32,0.48,8.64,-6.38,7.56,-6.26,0.90,-7.00,7.09,-7.05,1.10,-10.12,1.94,4.45,0.62,0.00,-7.93
-10.69,-1.74,1.97,6.16,-0.84,0.12,8.74,-8.01,7.45,-6.07,1.18,-7.54,7.15,-6.12,1.20,-10.12,1.45,5.08,0.89,0.00,-8.46
-8.23,-0.74,2.15,6.66,-0.24,0.28,9.04,-8.01,8.00,-4.75,1.70,-7.89,7.35,-6.01,1.52,-9.81,1.19,5.37,1.16,0.00,-8.85
-6.50,-0.23,2.41,9.61,0.51,1.36,10.02,-6.88,8.54,-2.60,2.01,-7.45,7.33,-5.92,1.45,-10.02,0.43,5.54,1.60,0.00,-9.04
-7.24,-0.51,2.28,12.94,0.63,2.75,11.10,-3.11,8.77,0.41,2.34,-6.73,8.60,-3.94,1.58,-9.46,0.72,7.16,1.48,0.00,-8.89
-8.98,-0.48,1.23,13.24,-0.04,3.47,10.73,1.79,8.27,3.21,1.95,-5.74,9.37,-0.40,1.70,-7.99,1.38,9.72,0.64,0.00,-8.22
-9.70,0.54,-0.08,11.49,-1.06,3.56,11.53,7.39,8.15,5.08,1.23,-4.83,10.28,2.23,2.01,-6.02,2.68,11.68,-0.50,0.00,-7.34
-9.20,2.98,-1.60,12.49,-1.34,4.52,12.29,10.83,7.21,6.82,0.40,-3.73,10.15,3.30,2.19,-4.87,3.02,12.40,-0.42,0.00,-7.12
-8.25,4.66,-2.47,14.45,-1.16,5.68,11.87,13.33,5.85,9.07,-0.18,-2.06,9.25,4.90,2.27,-3.64,3.66,13.32,0.28,0.00,-6.73
-7.39,3.88,-2.27,15.53,-1.17,5.76,11.31,15.04,5.64,10.56,-0.16,-0.59,8.93,5.88,2.28,-2.51,3.76,13.97,0.99,0.00,-6.04
-5.62,3.25,-0.86,16.87,-0.83,5.85,11.71,17.93,6.39,11.77,0.46,0.86,9.77,7.56,2.91,-1.21,4.41,15.75,1.82,0.00,-5.08
-4.74,2.50,-0.95,17.68,-1.28,5.52,11.79,17.23,6.31,11.46,0.52,1.23,10.13,8.08,3.07,-0.64,4.10,15.83,2.11,0.00,-4.72
-6.16,1.84,-2.87,17.25,-2.42,4.60,11.32,13.48,5.69,9.85,0.01,0.64,9.59,6.77,2.76,-1.58,3.03,14.23,1.56,0.00,-5.49
-7.25,2.07,-4.46,17.69,-3.32,5.12,10.47,9.75,4.76,8.66,-0.66,0.38,8.40,5.72,2.01,-2.63,1.78,12.88,1.01,0.00,-5.85
-8.29,2.45,-6.09,19.10,-4.45,6.17,9.65,6.67,3.56,8.46,-1.38,0.60,7.74,5.65,1.14,-3.08,1.71,12.12,0.78,0.00,-5.71
-9.25,2.15,-7.73,19.41,-4.76,6.42,7.33,4.81,1.31,8.66,-2.72,0.03,6.18,4.99,-0.09,-4.21,1.47,10.90,0.64,0.00,-6.18
-9.36,2.41,-8.17,19.28,-4.33,6.38,4.07,6.98,-0.18,8.48,-4.05,-0.63,3.53,3.00,-1.76,-5.51,-0.43,8.63,0.79,0.00,-7.31
-7.41,3.19,-7.12,19.10,-2.99,7.21,0.23,8.71,0.04,7.24,-4.50,-0.62,0.85,1.15,-2.81,-6.08,-2.27,6.92,1.74,0.00,-8.35
-5.74,3.25,-6.61,18.01,-2.22,7.67,-2.43,6.66,0.34,5.11,-4.60,-0.54,-0.98,-0.63,-3.72,-6.69,-3.47,5.70,2.34,0.00,-9.00
-7.08,2.28,-7.53,16.80,-2.13,7.64,-1.52,3.90,-0.85,3.95,-5.00,0.03,-2.04,-1.08,-4.47,-6.46,-3.75,6.25,2.47,0.00,-8.94
-10.89,0.86,-9.76,15.66,-3.28,6.78,-0.22,3.05,-3.94,2.87,-6.38,0.30,-3.55,-1.87,-5.56,-6.98,-4.54,5.83,1.39,0.00,-9.38
-12.70,0.40,-11.21,15.86,-4.10,6.49,-1.33,1.41,-7.26,1.40,-7.18,0.13,-5.40,-3.41,-6.60,-7.69,-5.52,4.87,0.66,0.00,-10.24
-12.04,-0.34,-10.59,14.52,-4.19,6.03,-3.61,-2.61,-9.33,-1.17,-7.33,-0.78,-7.74,-5.84,-7.51,-8.35,-7.51,3.27,0.16,0.00,-11.03
-11.94,-2.56,-10.39,12.13,-5.25,4.25,-5.13,-4.90,-10.09,-3.93,-7.81,-2.52,-9.19,-6.97,-8.38,-8.59,-8.96,2.25,-0.95,0.00,-11.21
-13.39,-5.88,-12.00,10.86,-7.50,2.90,-4.51,-5.25,-11.01,-5.47,-8.46,-3.62,-9.01,-6.88,-8.23,-8.20,-8.39,2.44,-2.65,0.00,-10.62
-16.17,-8.91,-13.88,8.47,-9.27,1.17,-3.21,-5.97,-11.28,-6.98,-8.90,-4.64,-8.56,-7.56,-7.86,-8.29,-8.36,2.48,-3.80,0.00,-9.52
-18.55,-11.14,-15.52,7.26,-10.24,0.52,-2.39,-6.63,-11.82,-7.83,-9.56,-4.95,-8.25,-8.63,-7.60,-8.12,-8.42,2.98,-4.61,0.00,-8.98
-19.39,-12.19,-15.88,6.05,-10.15,0.49,-2.92,-8.04,-12.57,-7.99,-10.03,-4.71,-8.94,-8.90,-8.06,-7.71,-8.85,3.62,-5.17,0.00,-9.14
-19.76,-12.68,-16.25,3.38,-9.89,-0.91,-5.42,-10.48,-14.09,-9.35,-10.33,-5.79,-10.32,-10.26,-9.21,-8.59,-9.77,2.67,-6.14,0.00,-9.60
-21.54,-12.99,-17.59,2.45,-10.66,-2.26,-8.14,-11.35,-16.18,-10.27,-11.01,-6.75,-11.93,-10.94,-10.68,-9.30,-11.66,1.21,-7.33,0.00,-9.71
-23.92,-12.99,-20.34,4.59,-12.26,-2.44,-9.81,-9.93,-18.21,-8.97,-12.02,-6.42,-13.36,-9.87,-11.64,-8.66,-12.91,0.90,-8.05,0.00,-9.49
-25.53,-13.93,-22.39,6.09,-13.45,-2.31,-11.58,-7.03,-20.35,-6.96,-12.72,-5.35,-14.92,-8.30,-12.14,-7.35,-13.86,0.90,-8.44,0.00,-9.70
-26.64,-15.90,-22.93,4.07,-13.98,-3.13,-12.34,-5.75,-21.63,-5.56,-13.03,-5.03,-15.59,-7.63,-12.28,-6.87,-14.02,1.23,-8.92,0.00,-10.17
-27.40,-17.58,-22.66,2.18,-14.38,-3.56,-13.13,-8.00,-22.37,-5.66,-13.88,-5.48,-16.22,-8.46,-12.69,-7.49,-14.69,0.73,-9.46,0.00,-10.95
-28.62,-18.09,-22.75,2.36,-14.65,-2.96,-14.13,-13.20,-22.91,-6.07,-14.19,-6.21,-16.65,-9.28,-12.94,-8.19,-14.93,0.42,-9.48,0.00,-11.72
-30.09,-18.19,-24.21,3.70,-15.24,-2.25,-14.66,-15.20,-23.45,-5.48,-14.57,-6.31,-16.42,-8.52,-13.50,-8.52,-14.46,0.59,-9.42,0.00,-11.86
-31.52,-17.47,-26.11,4.97,-15.93,-1.61,-12.12,-11.52,-23.30,-4.33,-14.92,-5.96,-14.41,-6.50,-13.35,-8.19,-12.80,1.76,-9.40,0.00,-11.66
-31.77,-15.95,-26.95,5.31,-16.22,-0.80,-9.16,-7.23,-22.66,-2.62,-14.48,-5.50,-12.47,-4.68,-13.17,-7.86,-11.29,2.53,-9.15,0.00,-10.96
-31.84,-13.80,-27.63,5.28,-16.63,0.75,-8.01,-4.98,-22.23,-0.55,-14.47,-5.03,-11.60,-3.69,-12.52,-7.70,-10.20,2.96,-8.61,0.00,-10.45
-30.74,-11.41,-27.31,6.60,-16.33,2.47,-7.89,-2.32,-21.85,1.93,-14.21,-4.39,-10.62,-2.78,-11.27,-6.98,-8.68,3.84,-7.27,0.00,-9.81
-28.95,-10.76,-25.79,8.05,-15.49,2.32,-5.96,1.18,-19.75,4.82,-13.30,-3.77,-8.28,-0.08,-9.54,-5.51,-6.48,5.57,-6.65,0.00,-9.26
-26.75,-10.15,-23.67,9.69,-14.34,1.63,-3.27,5.29,-16.85,7.19,-12.20,-3.46,-5.28,2.78,-7.86,-3.83,-4.32,8.02,-6.55,0.00,-8.70
-25.61,-9.23,-22.62,11.17,-13.65,1.45,-1.31,8.83,-15.01,8.46,-11.02,-2.94,-2.21,5.04,-5.73,-2.66,-2.43,10.12,-6.28,0.00,-7.59
-25.03,-8.66,-21.76,12.02,-13.02,2.26,0.69,12.05,-12.99,9.81,-9.54,-2.26,1.03,7.02,-3.62,-1.10,0.14,12.11,-6.71,0.00,-5.98
-25.08,-7.96,-20.71,12.69,-12.26,3.33,2.85,13.42,-10.65,10.67,-8.15,-2.25,3.17,8.21,-1.95,-0.16,2.31,13.55,-7.28,0.00,-4.95
-24.52,-7.07,-19.19,13.90,-11.11,4.50,3.56,13.86,-8.49,11.93,-7.34,-1.65,4.96,8.91,-0.86,0.48,3.95,14.41,-6.84,0.00,-4.07
-22.89,-6.39,-18.16,15.64,-10.50,5.86,1.83,13.85,-7.72,13.54,-7.48,-0.15,4.61,9.20,-1.00,1.07,3.76,14.51,-6.19,0.00,-3.49
-20.73,-5.33,-17.40,16.62,-10.27,7.01,0.44,13.23,-7.23,13.68,-7.47,1.11,3.48,8.80,-1.45,1.39,3.14,14.47,-5.89,0.00,-3.80
-18.71,-4.98,-16.55,16.33,-9.88,6.99,1.21,12.90,-6.16,13.17,-7.06,1.61,3.59,9.59,-1.14,2.23,3.82,15.88,-5.63,0.00,-3.98
-18.25,-5.87,-15.50,15.27,-9.42,7.03,3.73,10.88,-4.04,12.77,-6.18,1.67,5.07,9.63,-0.37,2.74,5.09,17.05,-5.37,0.00,-3.72
-20.29,-7.16,-15.23,14.24,-9.68,6.82,5.87,8.84,-2.54,12.73,-5.87,1.69,6.65,9.57,-0.21,3.08,6.21,17.83,-5.59,0.00,-3.21
-22.55,-8.40,-16.30,14.58,-10.45,6.77,5.95,9.27,-2.59,13.71,-6.40,2.20,5.92,10.47,-1.13,3.40,5.92,18.43,-6.00,0.00,-3.16
-24.27,-9.44,-17.64,14.58,-11.93,6.10,6.64,11.38,-2.77,14.33,-7.33,2.68,6.07,10.74,-2.25,3.24,5.93,18.17,-6.48,0.00,-3.23
-25.41,-9.80,-18.16,14.16,-12.81,5.45,6.89,13.13,-3.06,14.18,-8.23,2.95,5.98,10.79,-2.42,3.29,5.97,17.49,-6.18,0.00,-3.39
-24.82,-8.43,-17.92,14.70,-12.66,5.58,4.36,14.13,-4.52,13.74,-9.12,2.96,3.56,10.51,-3.90,2.78,4.10,15.65,-5.58,0.00,-4.42
-24.04,-7.32,-18.08,16.32,-12.25,6.39,0.56,14.69,-6.45,13.55,-9.82,3.29,0.93,10.78,-5.38,2.99,2.56,15.22,-4.70,0.00,-5.20
-22.24,-7.26,-17.45,16.98,-11.24,7.08,-1.36,11.62,-6.74,12.57,-9.05,3.60,-0.03,9.67,-5.25,3.44,2.25,15.42,-3.93,0.00,-5.34
-21.52,-8.47,-16.82,15.66,-10.14,7.20,-2.30,6.18,-6.47,10.44,-8.30,3.34,0.36,7.24,-4.51,3.16,2.29,15.04,-3.89,0.00,-5.60
-22.20,-11.01,-16.20,11.88,-10.09,5.15,-1.52,3.92,-5.44,7.95,-7.84,2.14,1.39,5.89,-3.36,3.38,2.88,15.36,-4.70,0.00,-5.40
-22.39,-13.21,-15.73,8.28,-10.33,3.40,-0.35,3.20,-4.97,5.82,-7.48,0.94,2.59,5.29,-2.27,3.24,3.61,15.62,-5.70,0.00,-5.22
-21.84,-13.97,-15.65,9.05,-10.96,4.07,-1.05,1.29,-6.42,5.02,-7.75,0.94,2.22,5.45,-2.21,3.37,3.54,15.87,-6.39,0.00,-5.08
-18.95,-12.13,-14.48,10.99,-10.06,5.22,-2.27,-0.82,-7.52,5.55,-7.67,1.29,1.81,6.10,-2.00,3.89,3.82,16.13,-5.75,0.00,-4.92
-16.30,-10.18,-12.54,11.48,-8.89,4.93,-2.66,-0.81,-7.14,6.23,-7.50,1.11,2.54,7.41,-1.16,4.23,4.95,16.45,-5.11,0.00,-4.62
-15.09,-8.00,-10.26,10.83,-7.66,4.56,-4.07,1.32,-6.62,7.12,-7.17,1.06,1.32,7.73,-1.47,4.08,4.81,15.88,-4.25,0.00,-4.53
-14.95,-6.02,-8.74,11.84,-6.86,5.21,-6.50,3.78,-6.84,8.34,-6.78,1.64,-0.83,8.85,-2.50,4.39,3.39,15.68,-3.62,0.00,-4.58
-14.56,-5.50,-8.10,12.28,-6.59,5.48,-7.65,5.64,-6.54,8.94,-6.66,1.95,-1.80,8.75,-2.49,4.46,2.12,14.73,-3.23,0.00,-4.13
-14.36,-5.86,-8.61,11.90,-6.89,4.24,-7.09,4.41,-6.00,7.50,-6.36,1.27,-1.45,7.14,-2.20,4.11,1.98,13.80,-3.90,0.00,-3.76
-13.99,-6.11,-7.94,11.70,-6.85,3.06,-5.65,0.60,-4.84,5.66,-5.94,0.23,-0.87,5.00,-2.31,3.18,1.61,12.30,-4.78,0.00,-4.11
-13.86,-6.43,-7.33,11.37,-6.92,1.98,-4.63,-1.20,-4.49,5.11,-5.46,-0.57,-1.15,3.61,-2.42,1.80,0.88,11.11,-5.87,0.00,-4.05
-15.32,-7.72,-7.62,9.97,-7.74,0.55,-3.98,0.81,-5.32,5.05,-5.21,-1.22,-1.39,3.25,-2.32,0.79,0.18,10.79,-7.51,0.00,-3.89
-16.54,-8.84,-8.24,7.83,-8.58,-0.97,-3.65,1.10,-5.60,3.65,-4.45,-2.27,-1.47,2.35,-2.29,-0.04,-0.47,9.71,-8.73,0.00,-4.02
-17.44,-9.52,-8.88,6.66,-8.69,-1.99,-3.75,-1.47,-5.42,2.01,-4.11,-3.34,-1.14,0.92,-2.59,-1.23,-1.54,8.21,-9.37,0.00,-4.45
-19.29,-11.40,-10.34,5.83,-9.04,-3.16,-3.77,-2.01,-5.85,1.26,-4.26,-4.04,-1.03,1.07,-2.83,-1.44,-1.66,8.05,-10.18,0.00,-5.06
-21.32,-13.75,-12.15,5.01,-9.67,-4.04,-3.18,0.89,-6.52,1.13,-5.09,-4.55,-1.60,0.90,-3.29,-1.50,-2.01,7.43,-10.56,0.00,-5.74
-22.21,-15.28,-12.68,3.59,-10.01,-4.92,-1.19,1.78,-6.78,-0.02,-5.30,-5.14,-1.67,-0.29,-3.69,-1.71,-2.01,6.50,-10.42,0.00,-6.14
-22.28,-15.58,-13.34,1.96,-10.25,-5.56,-0.86,0.52,-8.10,-1.58,-5.77,-5.32,-2.63,-1.62,-4.65,-1.65,-2.73,5.69,-10.21,0.00,-6.56
-22.34,-16.04,-13.67,0.73,-10.33,-5.86,-0.65,1.15,-8.42,-2.15,-5.90,-4.95,-3.31,-0.93,-5.00,-1.10,-3.55,6.14,-10.12,0.00,-6.29
-21.90,-16.60,-13.86,-0.21,-10.28,-5.74,-1.55,1.95,-8.71,-2.74,-6.01,-4.82,-4.26,-0.84,-5.38,-1.34,-5.14,5.93,-9.80,0.00,-6.69
-21.61,-16.80,-14.64,-1.47,-10.36,-5.36,-3.80,-0.12,-9.44,-3.84,-6.70,-5.48,-5.57,-1.63,-6.11,-2.20,-7.05,5.31,-9.26,0.00,-7.66
-21.18,-15.99,-13.41,-1.72,-9.66,-4.88,-3.75,-3.48,-8.54,-5.34,-6.34,-6.03,-5.52,-3.13,-6.10,-3.09,-7.76,5.08,-8.28,0.00,-7.84
-21.02,-14.91,-12.75,-1.21,-8.50,-4.32,-5.75,-6.60,-9.70,-6.49,-6.56,-6.36,-6.73,-4.56,-6.35,-3.90,-8.00,4.57,-7.57,0.00,-8.47
-19.81,-13.14,-12.21,-1.08,-7.48,-3.53,-9.67,-9.30,-11.76,-7.19,-6.99,-6.45,-8.92,-6.16,-7.21,-5.17,-9.25,3.04,-7.01,0.00,-9.31
-18.75,-11.59,-11.75,-1.47,-7.22,-2.98,-12.68,-11.69,-13.34,-7.48,-7.28,-6.45,-10.48,-7.02,-7.47,-5.80,-10.61,1.14,-6.65,0.00,-10.00
-18.30,-10.25,-12.06,-0.93,-7.25,-2.13,-14.13,-12.18,-13.97,-8.35,-7.28,-6.42,-11.17,-9.06,-8.02,-6.80,-11.45,-1.13,-5.94,0.00,-10.56
-17.93,-8.99,-12.40,-0.15,-6.91,-1.25,-14.30,-10.59,-13.67,-9.02,-7.22,-6.40,-11.24,-10.28,-8.31,-7.62,-11.84,-2.12,-5.07,0.00,-10.77
-18.27,-8.45,-12.52,0.89,-7.55,0.24,-13.43,-7.06,-13.04,-8.47,-7.29,-6.05,-10.79,-10.53,-8.33,-8.09,-11.50,-2.43,-4.75,0.00,-10.80
-18.25,-9.16,-11.48,0.95,-7.72,0.84,-11.17,-10.65,-11.88,-8.92,-7.40,-6.28,-9.87,-11.96,-8.20,-8.90,-10.62,-3.17,-4.61,0.00,-10.65
-16.72,-10.09,-9.78,0.09,-6.45,0.72,-8.48,-15.38,-9.71,-9.62,-6.80,-6.33,-7.80,-13.08,-7.16,-9.02,-8.62,-3.64,-3.77,0.00,-10.05
-14.62,-9.96,-8.15,-0.23,-4.80,1.71,-9.15,-14.18,-8.91,-9.06,-6.21,-5.64,-8.25,-12.85,-7.49,-8.63,-9.10,-4.68,-1.79,0.00,-9.99
-13.66,-10.09,-8.08,-1.18,-4.07,2.28,-10.18,-10.60,-9.32,-8.78,-6.04,-5.54,-8.37,-12.48,-8.28,-8.92,-9.61,-4.74,-0.61,0.00,-10.45
-12.87,-10.36,-8.69,-2.82,-4.07,1.36,-11.22,-8.78,-10.45,-9.99,-6.37,-6.04,-9.41,-12.91,-9.47,-9.78,-11.08,-5.42,-0.37,0.00,-11.38
-12.12,-10.87,-9.02,-4.34,-4.24,-0.17,-10.64,-8.31,-11.18,-11.99,-6.34,-6.96,-10.34,-14.05,-10.11,-10.49,-12.18,-6.04,-0.33,0.00,-12.18
-12.29,-11.72,-8.89,-5.47,-4.17,-1.52,-8.50,-9.90,-11.08,-13.30,-6.32,-7.25,-9.79,-14.19,-10.01,-10.05,-11.24,-5.41,-0.31,0.00,-12.09
-14.65,-13.33,-10.14,-7.45,-5.37,-2.96,-8.18,-12.55,-11.87,-14.68,-6.77,-8.06,-9.34,-14.57,-10.07,-9.96,-10.57,-4.84,-1.18,0.00,-12.09
